Number of Segments 1,Internal Radius (m) 1,Differential Angle of Standard (degree) 1,Differential Angle of Key (degree) 1,Segment Thickness (m) 1,Segment Width (m) 1
6,4.6,5.11,4.32,0.4,1.8
